日期,工作名稱,公司名稱,公司地址,薪資,工作內容,地區,經歷,學歷,公司人數,文章編號,工作網址
2/13,JAVA 軟體工程師 (鮮速/新竹),全日物流股份有限公司,新竹縣竹東鎮,待遇面議,1.	參與物流服務相關資訊系統平台之開發與維護2.	跨平台RESTful API開發設計、架構開發、串接整合、測試及維護3.	軟體設計、開發、整合、測試、維運與優化4.	與PM、設計師、工程師等合作討論，共同找出合適之解決方案,新竹縣竹東鎮,經歷不拘,大學,員工300人,78ulr,www.104.com.tw/job/78ulr?jobsource=jolist_a_relevance
2/17,軟體工程師(.net),正航資訊股份有限公司,台北市內湖區瑞光路316巷56號5樓,"33,000",1.負責專案程式撰寫2.專案需求分析.評估.執行3.進行軟體之驗證與修改。4.具 MS Visual Studio C#  撰寫經驗者尤佳.熟悉 MSSQL 資料庫查詢語言(T-SQL) 者尤佳,台北市內湖區,經歷不拘,專科,員工140人,5aumy,www.104.com.tw/job/5aumy?jobsource=jolist_a_relevance
2/17,工程師(軟體),德勝科技股份有限公司,台北市南港區南港路三段50巷13號5樓,待遇面議,軟體韌體開發。,台北市南港區,經歷不拘,專科,上市上櫃,6wn0f,www.104.com.tw/job/6wn0f?jobsource=jolist_a_relevance
2/14,Front-End前端應用軟體工程師【明基BenQ雲端創新中心】,明基電通股份有限公司,台北市內湖區基湖路16號,待遇面議,"1.前端系統設計, 開發, 測試, 改善, 維護2.現有平台維護與更新",台北市內湖區,1年以上,碩士,員工1300人,4su20,www.104.com.tw/job/4su20?jobsource=jolist_a_relevance
2/11,影像辨識演算法軟體開發工程師,達特富科技股份有限公司,宜蘭縣五結鄉中興村中里路18號,"35,000","負責公司系統軟體程式開發, 資料庫數據分析工作, 程式後台維護1. MS Visual Studio WPF / MS SQL Server 軟體程式開發應用2. VB.net ; C# 程式開發撰寫3. 2D/3D OpenGL,",宜蘭縣五結鄉,2年以上,大學,員工45人,7aa6x,www.104.com.tw/job/7aa6x?jobsource=jolist_a_relevance
2/14,【中科】設備軟體工程師,先進光電科技股份有限公司,台中市大雅區科雅路33號2樓,待遇面議,1.自動化設備PC Base軟體撰寫與設計開發 2.機器視覺影像處理/分析設計開發 3.軟體/視覺系統整合規劃4.良率/問題解析與機台測試優化改善 .執行主管交辦事項,台中市大雅區,2年以上,專科,上市上櫃,6bxh1,www.104.com.tw/job/6bxh1?jobsource=jolist_a_relevance
2/14,開發維運工程師 DevOps Engineer,LILEE SYSTEMS_理立系統股份有限公司,新北市板橋區新站路16之1號24樓,待遇面議,"Job Overview:Manage and operate the infrastructure of cloud-based management platform for mobile connectivity, passenger Wi-Fi and other transportation solutions from LILEE Systems.Responsibilities:•	Design and manage the continuous integration and continuous delivery process.•	Works with developers and the IT team to oversee the code releases.  •	Configuring and working with various deployment methodologies, including VM and Cloud (e.g AWS) •	Audit the cloud system’s security.•	Manage and support cloud system’s infrastructure (SaaS). •	System monitoring: like checking dashboard in working hour, creating monitor mechanism, etc.•	Log analysis.•	Manage cloud solution cost.•	Willing to be On-Call•	Monitoring and measuring customer experience and KPIs/SLA•	Leveraging Configuration Management to build and maintain consistency•	Troubleshooting environment and application issues",新北市板橋區,3年以上,專科,外商公司,7hbdm,www.104.com.tw/job/7hbdm?jobsource=jolist_a_relevance
12/02,軟體研發- 軟韌體工程師(BU1710),智邦科技股份有限公司,新竹市研新三路1號(新竹科學工業園區),待遇面議,Main JD 主要工作內容:1. Network OS software development.2. Network OS HW abstraction layer (HAL) development.3. Research and,新竹市,經歷不拘,大學,上市上櫃,7baii,www.104.com.tw/job/7baii?jobsource=jolist_a_relevance
1/13,工程師,智睛科技股份有限公司,新北市三重區贏翼廠辦大樓,"30,000",1. 負責軟體之分析、設計以及程式撰寫。2. 規劃執行軟體架構及模組之設計，並控管軟體設計進度。3. 進行軟體之測試與修改。4. 規劃、執行與維護量產的產品。. 協助研發軟體新技術與新工具。,新北市三重區,經歷不拘,專科,員工6人,7fp6k,www.104.com.tw/job/7fp6k?jobsource=jolist_a_relevance
2/15,研發部-副軟體工程師,科勝科技股份有限公司,高雄市前鎮區,"30,000",1. 具備C#程式語言觀念2. Asp.net、jquery或web開發經驗尤佳3. 主動負責、具備良好協調溝通能力4. 主動學習、對問題具備尋找解決方案的能力,高雄市前鎮區,經歷不拘,大學,員工80人,79omj,www.104.com.tw/job/79omj?jobsource=jolist_a_relevance
1/21,V2X Security SW Engineer (車間通訊安全軟體工程師),亞勳科技股份有限公司,新竹縣竹北市嘉豐十一路一段100號7樓之2,"60,000",Job Description (職務說明)：Works with the global team to develop automotive grade V2X software on multiple platforms,新竹縣竹北市,經歷不拘,大學,員工30人,769zp,www.104.com.tw/job/769zp?jobsource=jolist_a_relevance
2/09,紡織總部/數位整合中心/軟體工程師(板橋),遠東新世紀股份有限公司,新北市板橋區新站路16號40F,"35,000",一.ERP 系統 及 網頁程式 開發與維護二.主要使用程式語言:    1.VS.net、C#    2.SQL資料庫三、流程自動化設計~歡迎應屆畢業生，完善的培訓制度，廣大的發展舞台，邀請您加入遠東集團的行列~,新北市板橋區,經歷不拘,專科,上市上櫃,78gc7,www.104.com.tw/job/78gc7?jobsource=jolist_a_relevance
2/17,軟體工程師(資安巨資暨智慧城市),凌群電腦股份有限公司,台北市萬華區峨眉街115號6樓,"28,000",AI人工智慧、機器學習、巨量資料等相關軟體產品研發計畫之規畫、分析設計與測試※薪資依學經歷敘薪,台北市萬華區,經歷不拘,大學,上市上櫃,6uaeq,www.104.com.tw/job/6uaeq?jobsource=jolist_a_relevance
2/14,網頁前端軟體工程師,永磐科技股份有限公司,台北市內湖區瑞光路478巷18弄20號3樓,待遇面議,現行系統，並提出可能的潛藏問題。　3.能針對系統管理者提出的現存問題溝通協調，並提供相關分析及建議。　4.須能依照需求進行軟體技術開發及設定。要求：　團隊合作的能力　團隊導向的獨立工作能力　積極的工作態度　有能力在期限前完成被要求的,台北市內湖區,經歷不拘,高中,員工80人,5c5br,www.104.com.tw/job/5c5br?jobsource=jolist_a_relevance
2/15,ASP.NET MVC/Core軟體工程師,泓德能源科技股份有限公司,"台中市西屯區朝富路213號28樓之二,之三(CBD時代廣場)",待遇面議,1.負責開發電廠監控系統、報表等功能2.使用asp.net core MVC開發互動式網頁、儀錶板3.了解 RWD、HTML、CSS、JavaScript、jQuery、Bootstrap等前端應用4.具Git及 SVN 等版控相關經驗.了解SQL語法使用,台中市西屯區,經歷不拘,大學,員工100人,7dhlb,www.104.com.tw/job/7dhlb?jobsource=jolist_c_relevance
2/14,機聯網軟體工程師 (美綠國際),連達國際股份有限公司,新北市樹林區博愛街242號9樓,"40,000",製造業的數位智慧轉型的趨勢正在成長，IOT、AI各種的軟硬體技術也日新月異，現場管理的即時性、有效性、超前佈署的需求愈來愈強勁，在這個前進時代的洪流中，需要你我發揮創意巧思，將經驗與服務的熱情轉變成具體的解決方案，陪同客戶一起共創雙贏，目前我們正在擴展團隊的規模與服務的能量，若你具備熱情，也正在找尋一個合適的團隊一同發展，只要你符合下列各點，歡迎與我們連絡。1. 熟悉Linux與Windows作業系統下的開發環境設置與維護。2. 熟悉C#，可以開發dotNet及dotNet.Core應用程式。3. 熟悉物件導向及敏捷開發模式。4. 熟悉工業通信協定，如MC、SLMP、Fins、MODBUS、OPC UA、SECS/GEM、MQTT、gRPC、WEB API等等。. 熟悉Socket通信應用程式的開發。6. 熟悉資料庫系統應用程式的開發。7. 熟悉Docker微服務系統架構。8. 對IPC、SOC、uC、Sensor、電子電路的應用有一定程度的了解。具實際應用經驗尤佳。9. 面對問題，能夠盡力找出最佳解決方案並且設法如期達成。10. 清楚了解並掌握自己本身技術硬實力及其它軟實力的不足，並且願意持續自主增強。11. 對製造業工廠的大數據應用，想要更進一步的探索與發展。,新北市樹林區,5年以上,專科,員工300人,7j2os,www.104.com.tw/job/7j2os?jobsource=jolist_c_relevance
2/14,【COVMO】Java Data Engineer/Java 軟體工程師,現觀科技股份有限公司,台北市中山區中山北路二段42號2樓,待遇面議,"Groundhog Technologies is a leader in mobile network and user analytics, enabling operators to accurately pinpoint the location and experience of subscribers, mine deep network and user insights, and implement proactive solutions across network, care, and marketing use cases.[JD]Responsibilities- Analyze and organize data (csv, table from database) by given parsing rule- Combine raw information from different (type) data sources- Data cleaning- Algorithm maintain & develop- Communicate across different departments for requirement clarificationQualifications- Team player- Familiar with Linux- Good implementation skills with Java - Good code quality- Strong analytic skills with structured /unstructured datasets- Knowledge of  CI, CDPlus- Python",台北市中山區,經歷不拘,大學,距捷運中山站310公尺,7bez4,www.104.com.tw/job/7bez4?jobsource=jolist_c_relevance
2/14,iOS軟體工程師(3-5年開發經驗),良匠科技有限公司,台北市中山區中山北路二段168號8F,"70,000",1. 負責開發/維護銀行 APP。2. 配合Scrum Team 進行開發。3. 具備開發DAU （Daily active user） 3000人APP開發經驗。4. 無金融背景經驗可，但對金融產品要有興趣。. 熟悉CI/CD自動化佈署工具 （Team Foundation Server / Jenkins） 加分。,台北市中山區,3年以上,專科,距捷運民權西路站260公尺,74f92,www.104.com.tw/job/74f92?jobsource=jolist_c_relevance
1/28,5G系統開發軟體工程師_9774-2,和碩集團_和碩聯合科技股份有限公司,台北市北投區立功街96號,"32,000","Job responsibilities:• Research and development in the area of 5G enterprise/private mobile network. • Research and development in and 5G Core architecture (SBA, AMF, SMF, UPF, NRF, etc.), plus with 4G Corel experience.• Research and development in 5G CNF (Cloud-Native Function / Container-Network Function), Kubernetes. • Research and development in ETSI MEC (Multi-Access Edge Computing) server. • Research and development in 5G UPF data plane acceleration.• Ability to study 3GPP specification.• Develop and integrate 5G Edge computing platform. • Kubernetes system development, test, analysis, debug and performance tuning.• Integrate 5G system services including MEC、5GC、and Application etc.• Research and development in Open source projects : Kubernetes, OpenStack, Akraino, OpenNESS.",台北市北投區,經歷不拘,大學,員工6000人,7776y,www.104.com.tw/job/7776y?jobsource=jolist_c_relevance
2/07,資深軟體工程師(桃園),巨昊科技股份有限公司,桃園市中壢區永能路193巷7號,待遇面議,《職務簡介》我們公司為自動化系統開發及整合商，主軸是運用標籤列印及貼標自動化進行擴展性並擁有自有品牌與硬件開發能力，須配合開發自有設備動態函數庫(DLL)撰寫與客戶需求開發中介系統，軟體部門開發語言為C# 。《職務內容》1.依企劃案,桃園市中壢區,3年以上,專科,員工30人,7g2oz,www.104.com.tw/job/7g2oz?jobsource=jolist_c_relevance
2/14,Android 系統/多媒體 軟體工程師,聯詠科技股份有限公司,新竹市創新一路1-2號,待遇面議,【產品線描述】 Android 智慧型電視【工作說明】1. 在TV產品上，使用Android平台的多媒體架構，提供多媒體播放功能，包含本地以及網路影片(VOD)。2. 基於原生多媒體架構，整合硬體加速的功能。【必要條件】1. 熟悉Android 平台的系統框架，具有系統框架整合與效能優化經驗。2. 熟悉Android 平台的多媒體系統架構，具有硬體加速整合及效能優化等經驗。3. 熟悉Android 平台的Camera框架，具有HAL層整合及效能優化等經驗。4. 熟悉DASH/MSS/HLS/RTSP協定，以及相關移植開發經驗。. 了解Linux平台的多媒體系統架構。,新竹市,1年以上,碩士,上市上櫃,6dxec,www.104.com.tw/job/6dxec?jobsource=jolist_c_relevance
2/14,光模組工程部 測試開發軟體工程師,華萊光電股份有限公司,桃園市中壢區定安路一號B棟2樓,待遇面議,工作內容1.光通訊元件的生產與測試包含2.自動化生產維護與改善3.自動化測試維護與改善4.測報系統維護與改善.產線資料庫的建置6.測試資料管理,桃園市中壢區,3年以上,大學,員工45人,6l6st,www.104.com.tw/job/6l6st?jobsource=jolist_c_relevance
2/14,【研發電子部】軟體工程師,造隆股份有限公司,桃園市蘆竹區光明路二段151巷10號,"35,000",1.汽機車電子產品開發2.新產品/新技術開發3.單晶片軟體設計(8/16/32bits)4.設計文件做成.產品測試設計驗證6.客戶對應及相關技術檢討7.主管交辦任務,桃園市蘆竹區,1年以上,專科,員工350人,4hlmn,www.104.com.tw/job/4hlmn?jobsource=jolist_c_relevance
2/15,AI軟體工程師(Python)-視覺事業處(VBU),所羅門股份有限公司,台北市內湖區行忠路42號7樓(114),待遇面議,開發前瞻人機互動系統，運用最新的深度學習和機器學習算法，圖像識別，瑕疵檢測。工作要求:1.良好的程式設計能力，至少熟悉一種主流程式設計語言(C#/C++/Python等)2.掌握機器學習/深度學習等相關知識，有該領域演算法的研究或開發經驗3.熟悉深度神經網路的常用模型（CNN、RCNN、VGGNet、ResNet等），並能夠將其應用特定場景中4.能夠熟練使用Caffe、Theano、Torch、Tensorflow等任一種主流的深度學習框架.熟練掌握常用的統計機器學習演算法（神經網路、邏輯回歸、決策樹、SVM、Boosting等）,台北市內湖區,經歷不拘,大學,上市上櫃,3rtvw,www.104.com.tw/job/3rtvw?jobsource=jolist_c_relevance
2/14,資訊處-軟體工程師 (區塊鏈技術整合開發),永豐商業銀行股份有限公司,台北市松山區台北市松山區市民大道六段,待遇面議,1.      區塊鏈系統架構及整合規劃2.      帶領技術及應用開發人員3.      掌握系統運行強健程度,台北市松山區,2年以上,大學,,728l8,www.104.com.tw/job/728l8?jobsource=jolist_c_relevance
2/14,企業流程服務課_軟體工程師_汐止UTOWN,GARMIN_台灣國際航電股份有限公司,新北市汐止區新台五路一段97號37樓(B棟),待遇面議,1. Internal platform related to business flow management and data integration.2. Web application development / maintain.3. Provide data analysis service to internal users.,新北市汐止區,2年以上,碩士,外商公司,2neap,www.104.com.tw/job/2neap?jobsource=jolist_c_relevance
2/09,【振宇五金】軟體工程師,振宇五金股份有限公司,台中市西屯區環中路二段27號,待遇面議,開發POS系統，儲值系統，會員機制等相關服務1. 熟悉.Net C#語法 / TFS / WinForm 2. 能夠使用Visual Studio 2008以上版本的IDE3. 清晰的物件導向觀念4. 熟悉ADO.Net物件與操作。. 能夠操作並使用MySQL與MSSQL6. 熟悉基本的SQL語法7. 基本的HTML與JavaScript語法8. 邏輯能力佳。9. 能夠使用ASP.Net MVC 架構,台中市西屯區,2年以上,大學,員工560人,76vpp,www.104.com.tw/job/76vpp?jobsource=jolist_c_relevance
